run_id,task_id,model_label,condition,correct,misread,abstain,arm,numeric_verdict,extracted_nM,answer_nM,trap_nM,n_tool_calls,n_retries,total_tokens,latency_total,answer_empty,answer_tail
t_u20_CHEMBL1075533_CHEMBL1171837.units_off.qwen3.6-35b-a3b.r0.a4443119,t_u20_CHEMBL1075533_CHEMBL1171837,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,35.5598,35559.8,35.5598,3,1,73822,11.30125480890274,False,"nd CHEMBL1171837 is 35.5598 nM.** This value was retrieved from the ChEMBL RDF database, representing an IC50 activity measurement against target CHEMBL1075533."
t_u20_CHEMBL1075533_CHEMBL585951.units_on.qwen3.6-35b-a3b.r0.27dd34ba,t_u20_CHEMBL1075533_CHEMBL585951,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,237.599,237.599,0.237599,1,0,35568,4.493892868980765,False,"0.237599 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **0.237599 uM = 237.599 nM** The IC50 of compound CHEMBL585951 is **237.599 nM**."
t_u20_CHEMBL1075533_CHEMBL585951.units_off.qwen3.6-35b-a3b.r0.12681e29,t_u20_CHEMBL1075533_CHEMBL585951,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,237.6,237.599,0.237599,11,0,288042,39.37661647796631,False,ve 237.6 nM. The question asks for the IC50 of CHEMBL585951 expressed in **nanomolar (nM)**. The standardized value is **237.6 nM**. The answer is: **237.6 nM**
t_u20_CHEMBL1075533_CHEMBL1084546.units_on.qwen3.6-35b-a3b.r0.ad95451b,t_u20_CHEMBL1075533_CHEMBL1084546,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,22167.7,22167.7,22.1677,1,0,35573,4.491324281319976,False,"2.1677 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **22.1677 uM = 22,167.7 nM** The IC50 of compound CHEMBL1084546 is **22,167.7 nM**."
t_u20_CHEMBL1075533_CHEMBL1084546.units_off.qwen3.6-35b-a3b.r0.64646e40,t_u20_CHEMBL1075533_CHEMBL1084546,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,22167.7,22167.7,22.1677,7,0,156948,23.293531766161323,False,r the value in nM. The `standardValue` is 22167.7 nM. **Answer: The IC50 of CHEMBL1084546 for target CHEMBL1075533 is 22167.7 nM** (or equivalently 22.1677 μM).
t_u20_CHEMBL1075533_CHEMBL92309.units_on.qwen3.6-35b-a3b.r0.fe3f1b61,t_u20_CHEMBL1075533_CHEMBL92309,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,74446.6,74446.6,74.4466,1,0,35584,4.57937965169549,False,"ess this in nanomolar (nM), multiply by 1,000 (since 1 uM = 1,000 nM): **74.4466 uM × 1,000 = 74,446.6 nM** The IC50 of compound CHEMBL92309 is **74,446.6 nM**."
t_u20_CHEMBL1075533_CHEMBL92309.units_off.qwen3.6-35b-a3b.r0.afe1559b,t_u20_CHEMBL1075533_CHEMBL92309,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,74.4466,74446.6,74.4466,7,0,191697,29.905414387583733,False,"ase, where the activity measurement for CHEMBL92309 against target CHEMBL1075533 (which is the beta-2 adrenergic receptor, ADRB2) has an IC50 of **74.4466 nM**."
t_u20_CHEMBL1075533_CHEMBL135561.units_on.qwen3.6-35b-a3b.r0.f24f49d8,t_u20_CHEMBL1075533_CHEMBL135561,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,5471.42,5471.42,5.47142,1,0,35568,4.547302100807428,False,"5.47142 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **5.47142 uM = 5,471.42 nM** The IC50 of compound CHEMBL135561 is **5,471.42 nM**."
t_u20_CHEMBL1075533_CHEMBL135561.units_off.qwen3.6-35b-a3b.r0.91313957,t_u20_CHEMBL1075533_CHEMBL135561,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,5471.42,5471.42,5.47142,7,0,195434,25.777853567153215,False,s **5471.42 nM** (or equivalently 5.47142 uM). The standardized value stored in the ChEMBL RDF database (`cco:standardValue`/`cco:standardUnits`) is 5471.42 nM.
t_u20_CHEMBL1075533_CHEMBL9470.units_on.qwen3.6-35b-a3b.r0.a7c0b144,t_u20_CHEMBL1075533_CHEMBL9470,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,27553.9,27553.9,27.5539,1,0,35532,4.275433478876948,False,"50 = 27.5539 µM** To express this in nanomolar (nM), multiply by 1,000: **27.5539 µM × 1,000 = 27,553.9 nM** The IC50 of compound CHEMBL9470 is **27,553.9 nM**."
t_u20_CHEMBL1075533_CHEMBL9470.units_off.qwen3.6-35b-a3b.r0.6f33b368,t_u20_CHEMBL1075533_CHEMBL9470,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,27.5539,27553.9,27.5539,1,0,35150,4.423790939152241,False,ry's `SELECT` clause didn't include it in the final projection — but the `units` filter was still applied). The IC50 value for **CHEMBL9470** is **27.5539 nM**.
t_u20_CHEMBL1075533_CHEMBL258844.units_on.qwen3.6-35b-a3b.r0.8bb15116,t_u20_CHEMBL1075533_CHEMBL258844,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,10138.5,10138.5,10.1385,1,0,35540,4.345233924686909,False," = 10.1385 µM** To express this in nanomolar (nM), multiply by 1,000: **10.1385 µM × 1,000 = 10,138.5 nM** The IC50 of compound CHEMBL258844 is **10,138.5 nM**."
t_u20_CHEMBL1075533_CHEMBL258844.units_off.qwen3.6-35b-a3b.r0.395af2cb,t_u20_CHEMBL1075533_CHEMBL258844,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,10.1385,10138.5,10.1385,3,0,74019,10.613174626603723,False,"he value from the original query is: **10.1385 nM** This is the IC50 of compound CHEMBL258844 expressed in nanomolar, as returned by the specified SPARQL query."
t_u20_CHEMBL1075533_CHEMBL221137.units_on.qwen3.6-35b-a3b.r0.a0476731,t_u20_CHEMBL1075533_CHEMBL221137,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,2810.07,2810.07,2.81007,1,0,35547,4.390857100486755,False," 2.81007 - **units**: uM The IC50 is reported in **micromolar (uM)**, not nanomolar. To convert to nM: 2.81007 uM × 1000 = **2810.07 nM** **Answer: 2810.07 nM**"
t_u20_CHEMBL1075533_CHEMBL221137.units_off.qwen3.6-35b-a3b.r0.674488db,t_u20_CHEMBL1075533_CHEMBL221137,qwen3.6-35b-a3b,units_off,False,False,True,treat,trap,2.81007,2810.07,2.81007,16,1,407588,58.610167384147644,False,"returned by the ChEMBL RDF endpoint despite being in the SELECT clause, so the unit was inferred from the context of the filter and the magnitude of the value.)"
t_u20_CHEMBL1075533_CHEMBL2363137.units_on.qwen3.6-35b-a3b.r0.e384c7ae,t_u20_CHEMBL1075533_CHEMBL2363137,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,1168.0,1167.89,1.16789,1,0,35646,4.867315746843815,False,"s this in nanomolar (nM), multiply by 1,000: **1.16789 uM = 1,167.89 nM** The IC50 of compound CHEMBL2363137 is **1,167.89 nM** (or approximately **1,168 nM**)."
t_u20_CHEMBL1075533_CHEMBL2363137.units_off.qwen3.6-35b-a3b.r0.b42856ff,t_u20_CHEMBL1075533_CHEMBL2363137,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,1167.89,1167.89,1.16789,7,0,152651,19.461651019752026,False,"ored in the RDF. **Answer: The IC50 of compound CHEMBL2363137 is 1167.89 nM.** (Source: ChEMBL RDF database, activity CHEMBL_ACT_13236566, target CHEMBL1075533)"
t_u20_CHEMBL1075533_CHEMBL591429.units_on.qwen3.6-35b-a3b.r0.ae0b58e1,t_u20_CHEMBL1075533_CHEMBL591429,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,17902.3,17902.3,17.9023,1,0,35568,4.462816445156932,False,"17.9023 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **17.9023 uM = 17,902.3 nM** The IC50 of compound CHEMBL591429 is **17,902.3 nM**."
t_u20_CHEMBL1075533_CHEMBL591429.units_off.qwen3.6-35b-a3b.r0.fd0ea412,t_u20_CHEMBL1075533_CHEMBL591429,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,17.9023,17902.3,17.9023,1,0,35213,4.721189096570015,False,"of ""nM"" or ""uM"", and the value is a small number (17.9), this is most likely in **nM** (nanomolar). **Answer: The IC50 of compound CHEMBL591429 is 17.9023 nM.**"
t_u20_CHEMBL1075533_CHEMBL472940.units_on.qwen3.6-35b-a3b.r0.954e640d,t_u20_CHEMBL1075533_CHEMBL472940,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,36216.6,36216.6,36.2166,1,0,35554,4.419451892375946,False,"36.2166 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **36.2166 uM = 36,216.6 nM** The IC50 of compound CHEMBL472940 is **36,216.6 nM**."
t_u20_CHEMBL1075533_CHEMBL472940.units_off.qwen3.6-35b-a3b.r0.6e927168,t_u20_CHEMBL1075533_CHEMBL472940,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,36216.6,36216.6,36.2166,6,0,134550,19.095614979043603,False,"e IC50 of CHEMBL472940 is 36216.6 nM (or 36.2166 μM).** This activity is against target CHEMBL1075533, with the measurement recorded in the ChEMBL RDF database."
t_u20_CHEMBL1075533_CHEMBL558642.units_on.qwen3.6-35b-a3b.r0.83e70fa1,t_u20_CHEMBL1075533_CHEMBL558642,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,3333.0,3333.0,3.333,1,0,35560,4.421572668477893,False,"h: - **value: 3.333** - **units: uM** To express this in nanomolar (nM), multiply by 1,000: **3.333 uM = 3,333 nM** So the IC50 of CHEMBL558642 is **3,333 nM**."
t_u20_CHEMBL1075533_CHEMBL558642.units_off.qwen3.6-35b-a3b.r0.601d51a8,t_u20_CHEMBL1075533_CHEMBL558642,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,3333.0,3333.0,3.333,15,1,436935,52.09816168062389,False,"nM (nanomolar).** This comes from the ChEMBL RDF database, where the activity CHEMBL_ACT_13236569 reports: - Raw value: 3.333 uM - Standardized value: 3333.0 nM"
t_u20_CHEMBL1075533_CHEMBL1190711.units_on.qwen3.6-35b-a3b.r0.d6294dfc,t_u20_CHEMBL1075533_CHEMBL1190711,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,1282.6,1282.6,1.2826,1,0,35554,4.411756524816155,False,"*: 1.2826 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **1.2826 uM = 1,282.6 nM** The IC50 of compound CHEMBL1190711 is **1,282.6 nM**."
t_u20_CHEMBL1075533_CHEMBL1190711.units_off.qwen3.6-35b-a3b.r0.794425ef,t_u20_CHEMBL1075533_CHEMBL1190711,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,1282.6,1282.6,1.2826,8,0,207250,26.959509916603565,False,"0 reports: - `cco:standardValue` = 1282.6 with `cco:standardUnits` = ""nM"" - Alternatively, `cco:value` = 1.2826 with `cco:units` = ""uM"" (which equals 1282.6 nM)"
t_u20_CHEMBL1075533_CHEMBL96926.units_on.qwen3.6-35b-a3b.r0.02676f44,t_u20_CHEMBL1075533_CHEMBL96926,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,4.49,4.49369,0.00449369,1,0,35594,4.664066342636943,False,"ply by 1,000 (since 1 uM = 1,000 nM): **0.00449369 uM × 1,000 = 4.49369 nM** The IC50 of compound CHEMBL96926 is **4.49 nM** (rounded to 3 significant figures)."
t_u20_CHEMBL1075533_CHEMBL96926.units_off.qwen3.6-35b-a3b.r0.99d22e28,t_u20_CHEMBL1075533_CHEMBL96926,qwen3.6-35b-a3b,units_off,False,True,False,treat,trap,0.00449369,4.49369,0.00449369,1,0,35249,4.941675366833806,False," certainly in **nM** (nanomolar), as uM values would typically be larger numbers in this context. **Answer: The IC50 of compound CHEMBL96926 is 0.00449369 nM.**"
t_u20_CHEMBL1075533_CHEMBL2107358.units_on.qwen3.6-35b-a3b.r0.9c127b7c,t_u20_CHEMBL1075533_CHEMBL2107358,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,93.782,93.782,0.093782,1,0,35584,4.572196459397674,False,"To express this in nanomolar (nM), convert from micromolar (uM): 0.093782 uM × 1000 = **93.782 nM** **Answer: The IC50 of compound CHEMBL2107358 is 93.782 nM.**"
t_u20_CHEMBL1075533_CHEMBL2107358.units_off.qwen3.6-35b-a3b.r0.1e2659a0,t_u20_CHEMBL1075533_CHEMBL2107358,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,93.78,93.782,0.093782,4,0,93735,12.949676055461168,False,"ed in **nanomolar (nM)**. **Answer: 93.78 nM** This is the standardized IC50 value for CHEMBL2107358 against target CHEMBL1075533, expressed in nanomolar units."
t_u20_CHEMBL1075533_CHEMBL575448.units_on.qwen3.6-35b-a3b.r0.3d4bfb2e,t_u20_CHEMBL1075533_CHEMBL575448,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,14.5757,14.5757,0.0145757,1,0,35577,4.495158823207021,False,"- **units**: uM To express this in nanomolar (nM), multiply by 1,000: **0.0145757 uM × 1,000 = 14.5757 nM** The IC50 of compound CHEMBL575448 is **14.5757 nM**."
t_u20_CHEMBL1075533_CHEMBL575448.units_off.qwen3.6-35b-a3b.r0.c68bed93,t_u20_CHEMBL1075533_CHEMBL575448,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,14.58,14.5757,0.0145757,12,1,338111,43.33878554403782,False,"14.58 nM.** This value comes from the ChEMBL RDF database, specifically from the `cco:standardValue` predicate for IC50 activities against target CHEMBL1075533."
t_u20_CHEMBL1075533_CHEMBL1091644.units_on.qwen3.6-35b-a3b.r0.7575b756,t_u20_CHEMBL1075533_CHEMBL1091644,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,232.989,232.989,0.232989,1,0,35573,4.5036049000918865,False,".232989 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **0.232989 uM = 232.989 nM** The IC50 of compound CHEMBL1091644 is **232.989 nM**."
t_u20_CHEMBL1075533_CHEMBL1091644.units_off.qwen3.6-35b-a3b.r0.851dffc5,t_u20_CHEMBL1075533_CHEMBL1091644,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,232.99,232.989,0.232989,9,0,243848,30.405014073476195,False," = ""nM"" (Note: the original query used `cco:value`/`cco:units` which returned 0.232989 uM — the unstandardized value. The standardized IC50 value is 232.99 nM.)"
t_u20_CHEMBL1075533_CHEMBL1023.units_on.qwen3.6-35b-a3b.r0.d3128672,t_u20_CHEMBL1075533_CHEMBL1023,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,4941.1,4941.1,4.9411,1,0,35568,4.482926519587636,False,411 | uM | The IC50 for CHEMBL1023 is **4.9411 µM**. Converting to nanomolar: **4.9411 µM × 1000 = 4941.1 nM** The IC50 of compound CHEMBL1023 is **4941.1 nM**.
t_u20_CHEMBL1075533_CHEMBL1023.units_off.qwen3.6-35b-a3b.r0.76fdb7c6,t_u20_CHEMBL1075533_CHEMBL1023,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,4941.1,4941.1,4.9411,10,0,399711,108.9975543487817,False," This comes from the ChEMBL RDF database, specifically from the activity CHEMBL_ACT_13236575, where `cco:standardValue = 4941.1` and `cco:standardUnits = ""nM""`."
t_u20_CHEMBL1075533_CHEMBL6067492.units_on.qwen3.6-35b-a3b.r0.c640b62e,t_u20_CHEMBL1075533_CHEMBL6067492,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,509.533,509.533,0.509533,1,0,35560,4.456224482506514,False,":** 0.509533 uM To express this in nanomolar (nM), multiply by 1,000: **0.509533 uM × 1,000 = 509.533 nM** The IC50 of compound CHEMBL6067492 is **509.533 nM**."
t_u20_CHEMBL1075533_CHEMBL6067492.units_off.qwen3.6-35b-a3b.r0.75928296,t_u20_CHEMBL1075533_CHEMBL6067492,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,0.509533,509.533,0.509533,5,0,113967,20.78239455446601,False,"lue of 0.509533 uM = 509.533 nM would be unusually high for an IC50), the most likely unit is **nM**. The IC50 of compound **CHEMBL6067492** is **0.509533 nM**."
t_u20_CHEMBL1075533_CHEMBL252164.units_on.qwen3.6-35b-a3b.r0.f883baaf,t_u20_CHEMBL1075533_CHEMBL252164,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,13.84,13.8379,0.0138379,1,0,35580,4.522037671878934,False,"his to nanomolar (nM), multiply by 1,000: **0.0138379 uM × 1,000 = 13.8379 nM** The IC50 of compound CHEMBL252164 is **13.84 nM** (rounded to 2 decimal places)."
t_u20_CHEMBL1075533_CHEMBL252164.units_off.qwen3.6-35b-a3b.r0.6a1d81f7,t_u20_CHEMBL1075533_CHEMBL252164,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,13.84,13.8379,0.0138379,13,0,472253,55.29265206307173,False,"valently, 0.0138379 uM, which converts to 13.8379 nM). The value from the original query (0.0138379) was in uM, and when expressed in nM it equals **13.84 nM**."
t_u20_CHEMBL1075533_CHEMBL449158.units_on.qwen3.6-35b-a3b.r0.3cdf73dc,t_u20_CHEMBL1075533_CHEMBL449158,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,34.9831,34.9831,0.0349831,1,0,35563,4.475077152252197,False,"- **units**: uM To express this in nanomolar (nM), multiply by 1,000: **0.0349831 uM × 1,000 = 34.9831 nM** The IC50 of compound CHEMBL449158 is **34.9831 nM**."
t_u20_CHEMBL1075533_CHEMBL449158.units_off.qwen3.6-35b-a3b.r0.9fc8439f,t_u20_CHEMBL1075533_CHEMBL449158,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,34.9831,34.9831,0.0349831,3,0,76001,14.444874864071608,False,"= 34.9831 nM** --- **Answer:** The IC50 of compound CHEMBL449158 is **34.9831 nM** (stored as 0.0349831 uM in the ChEMBL RDF database, targeting CHEMBL1075533)."
t_u20_CHEMBL1075533_CHEMBL477772.units_on.qwen3.6-35b-a3b.r0.53e92489,t_u20_CHEMBL1075533_CHEMBL477772,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,41970.0,41970.0,41.97,1,0,35560,4.422273796051741,False,"alue**: 41.97 - **units**: uM To express this in nanomolar (nM), multiply by 1,000: **41.97 uM = 41,970 nM** The IC50 of compound CHEMBL477772 is **41,970 nM**."
t_u20_CHEMBL1075533_CHEMBL477772.units_off.qwen3.6-35b-a3b.r0.64132aa7,t_u20_CHEMBL1075533_CHEMBL477772,qwen3.6-35b-a3b,units_off,True,False,False,treat,correct,41970.0,41970.0,41.97,5,0,113699,15.755655156448483,False,"aw value is 41.97 uM, which converts to 41.97 × 1000 = **41,970 nM**. The IC50 of compound CHEMBL477772 expressed in nanomolar is **41,970 nM** (or 41970.0 nM)."
t_u20_CHEMBL1075533_CHEMBL94657.units_on.qwen3.6-35b-a3b.r0.63b0380a,t_u20_CHEMBL1075533_CHEMBL94657,qwen3.6-35b-a3b,units_on,True,False,False,treat,correct,0.410107,0.410107,0.000410107,1,0,35591,4.612082676962018,False,"vert to nanomolar (nM), multiply by 1,000 (since 1 uM = 1,000 nM): **0.000410107 uM × 1,000 = 0.410107 nM** The IC50 of compound CHEMBL94657 is **0.410107 nM**."
