run_id,task_id,model_label,condition,correct,misread,abstain,arm,numeric_verdict,extracted_nM,answer_nM,trap_nM,n_tool_calls,n_retries,total_tokens,latency_total,answer_empty,answer_tail
t_labF_CHEMBL1093246.label_implicit.qwen3.6-35b-a3b.r0.14a58dd0,t_labF_CHEMBL1093246,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.265999604016542,False,NONE
t_labF_CHEMBL1093246.label_explicit.qwen3.6-35b-a3b.r0.7a2190f6,t_labF_CHEMBL1093246,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.290685907006264,False,NONE
t_labF_CHEMBL1093507.label_implicit.qwen3.6-35b-a3b.r0.56d7e65c,t_labF_CHEMBL1093507,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.29239596426487,False,NONE
t_labF_CHEMBL1093507.label_explicit.qwen3.6-35b-a3b.r0.e0de5e6e,t_labF_CHEMBL1093507,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.314382346346974,False,NONE
t_labF_CHEMBL1094843.label_implicit.qwen3.6-35b-a3b.r0.26f176f6,t_labF_CHEMBL1094843,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.286093294620514,False,NONE
t_labF_CHEMBL1094843.label_explicit.qwen3.6-35b-a3b.r0.f1f73cd8,t_labF_CHEMBL1094843,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.251401875168085,False,NONE
t_labF_CHEMBL1095276.label_implicit.qwen3.6-35b-a3b.r0.5580fe6b,t_labF_CHEMBL1095276,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.734166683629155,False,NONE
t_labF_CHEMBL1095276.label_explicit.qwen3.6-35b-a3b.r0.c37fdbfe,t_labF_CHEMBL1095276,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.28453048877418,False,NONE
t_labF_CHEMBL1096339.label_implicit.qwen3.6-35b-a3b.r0.2c3944bd,t_labF_CHEMBL1096339,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.267486879602075,False,NONE
t_labF_CHEMBL1096339.label_explicit.qwen3.6-35b-a3b.r0.3ccda72b,t_labF_CHEMBL1096339,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43714,5.013166327029467,False,"e `moleculeLabel` is ""CHEMBL1096339"" and the `moleculeLabel_kind` is ""id"", meaning the label is just the ChEMBL ID itself — there is no real compound name. NONE"
t_labF_CHEMBL1096706.label_implicit.qwen3.6-35b-a3b.r0.585fa27e,t_labF_CHEMBL1096706,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.278931196779013,False,NONE
t_labF_CHEMBL1096706.label_explicit.qwen3.6-35b-a3b.r0.c115c812,t_labF_CHEMBL1096706,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.27870555780828,False,NONE
t_labF_CHEMBL1099177.label_implicit.qwen3.6-35b-a3b.r0.9b30b79e,t_labF_CHEMBL1099177,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.223023360595107,False,NONE
t_labF_CHEMBL1099177.label_explicit.qwen3.6-35b-a3b.r0.d2f83031,t_labF_CHEMBL1099177,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.289853638038039,False,NONE
t_labF_CHEMBL111951.label_implicit.qwen3.6-35b-a3b.r0.bb6228dd,t_labF_CHEMBL111951,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.228626752272248,False,NONE
t_labF_CHEMBL111951.label_explicit.qwen3.6-35b-a3b.r0.5bb24a1c,t_labF_CHEMBL111951,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.27318556047976,False,NONE
t_labF_CHEMBL112060.label_implicit.qwen3.6-35b-a3b.r0.c2f2e310,t_labF_CHEMBL112060,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.251790128648281,False,NONE
t_labF_CHEMBL112060.label_explicit.qwen3.6-35b-a3b.r0.e3ad2d3d,t_labF_CHEMBL112060,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.655090216547251,False,NONE
t_labF_CHEMBL112597.label_implicit.qwen3.6-35b-a3b.r0.f9312e55,t_labF_CHEMBL112597,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.23784863203764,False,NONE
t_labF_CHEMBL112597.label_explicit.qwen3.6-35b-a3b.r0.6a334b04,t_labF_CHEMBL112597,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.280054412782192,False,NONE
t_labF_CHEMBL113545.label_implicit.qwen3.6-35b-a3b.r0.2f990ade,t_labF_CHEMBL113545,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.233556296676397,False,NONE
t_labF_CHEMBL113545.label_explicit.qwen3.6-35b-a3b.r0.c2ec1f71,t_labF_CHEMBL113545,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.4061418529599905,False,NONE
t_labF_CHEMBL114059.label_implicit.qwen3.6-35b-a3b.r0.47c84bd6,t_labF_CHEMBL114059,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.263507895171642,False,NONE
t_labF_CHEMBL114059.label_explicit.qwen3.6-35b-a3b.r0.d6e404d2,t_labF_CHEMBL114059,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.2902425322681665,False,NONE
t_labF_CHEMBL114249.label_implicit.qwen3.6-35b-a3b.r0.70e4a002,t_labF_CHEMBL114249,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.31550132855773,False,NONE
t_labF_CHEMBL114249.label_explicit.qwen3.6-35b-a3b.r0.4c15cdba,t_labF_CHEMBL114249,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.426540879532695,False,NONE
t_labF_CHEMBL114408.label_implicit.qwen3.6-35b-a3b.r0.95cc15ed,t_labF_CHEMBL114408,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.2156108021736145,False,NONE
t_labF_CHEMBL114408.label_explicit.qwen3.6-35b-a3b.r0.c95f35a9,t_labF_CHEMBL114408,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.294194463640451,False,NONE
t_labF_CHEMBL114544.label_implicit.qwen3.6-35b-a3b.r0.0f9e670a,t_labF_CHEMBL114544,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.2332776095718145,False,NONE
t_labF_CHEMBL114544.label_explicit.qwen3.6-35b-a3b.r0.e73477bd,t_labF_CHEMBL114544,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.230901692062616,False,NONE
t_labF_CHEMBL1162110.label_implicit.qwen3.6-35b-a3b.r0.2ec0a3df,t_labF_CHEMBL1162110,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.2862437926232815,False,NONE
t_labF_CHEMBL1162110.label_explicit.qwen3.6-35b-a3b.r0.44587a11,t_labF_CHEMBL1162110,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.2963216081261635,False,NONE
t_labF_CHEMBL1162293.label_implicit.qwen3.6-35b-a3b.r0.f6d7ee05,t_labF_CHEMBL1162293,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.264182509854436,False,NONE
t_labF_CHEMBL1162293.label_explicit.qwen3.6-35b-a3b.r0.69ac51a0,t_labF_CHEMBL1162293,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.230667704716325,False,NONE
t_labF_CHEMBL1164527.label_implicit.qwen3.6-35b-a3b.r0.348ff420,t_labF_CHEMBL1164527,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.217272810637951,False,NONE
t_labF_CHEMBL1164527.label_explicit.qwen3.6-35b-a3b.r0.6274abee,t_labF_CHEMBL1164527,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.247624268755317,False,NONE
t_labF_CHEMBL1165202.label_implicit.qwen3.6-35b-a3b.r0.82f2b844,t_labF_CHEMBL1165202,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.254920277744532,False,NONE
t_labF_CHEMBL1165202.label_explicit.qwen3.6-35b-a3b.r0.f98be163,t_labF_CHEMBL1165202,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.259025486186147,False,NONE
t_labF_CHEMBL116569.label_implicit.qwen3.6-35b-a3b.r0.5db9a7fa,t_labF_CHEMBL116569,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.288444049656391,False,NONE
t_labF_CHEMBL116569.label_explicit.qwen3.6-35b-a3b.r0.05a54d51,t_labF_CHEMBL116569,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.299080116674304,False,NONE
t_labF_CHEMBL1169388.label_implicit.qwen3.6-35b-a3b.r0.75b9f6e1,t_labF_CHEMBL1169388,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,5.089108953252435,False,NONE
t_labF_CHEMBL1169388.label_explicit.qwen3.6-35b-a3b.r0.53b93af6,t_labF_CHEMBL1169388,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43714,4.910765314474702,False,"e `moleculeLabel` is ""CHEMBL1169388"" and the `moleculeLabel_kind` is ""id"", meaning the label is just the ChEMBL ID itself — there is no real compound name. NONE"
t_labF_CHEMBL1169929.label_implicit.qwen3.6-35b-a3b.r0.4a0519aa,t_labF_CHEMBL1169929,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.196717141196132,False,NONE
t_labF_CHEMBL1169929.label_explicit.qwen3.6-35b-a3b.r0.7e71cab4,t_labF_CHEMBL1169929,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.230266060680151,False,NONE
t_labF_CHEMBL1170681.label_implicit.qwen3.6-35b-a3b.r0.a952f8ea,t_labF_CHEMBL1170681,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.27929618395865,False,NONE
t_labF_CHEMBL1170681.label_explicit.qwen3.6-35b-a3b.r0.ff5f2774,t_labF_CHEMBL1170681,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.236736487597227,False,NONE
t_labF_CHEMBL1170871.label_implicit.qwen3.6-35b-a3b.r0.8b085dd7,t_labF_CHEMBL1170871,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.239938782528043,False,NONE
t_labF_CHEMBL1170871.label_explicit.qwen3.6-35b-a3b.r0.96421f58,t_labF_CHEMBL1170871,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,5.596674717962742,False,NONE
t_labF_CHEMBL1170891.label_implicit.qwen3.6-35b-a3b.r0.425f1079,t_labF_CHEMBL1170891,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.287998886778951,False,NONE
t_labF_CHEMBL1170891.label_explicit.qwen3.6-35b-a3b.r0.f9eab84a,t_labF_CHEMBL1170891,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.27227265574038,False,NONE
t_labF_CHEMBL1172995.label_implicit.qwen3.6-35b-a3b.r0.33967286,t_labF_CHEMBL1172995,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.336162777617574,False,NONE
t_labF_CHEMBL1172995.label_explicit.qwen3.6-35b-a3b.r0.5f2828f0,t_labF_CHEMBL1172995,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.211359892040491,False,NONE
t_labF_CHEMBL1173141.label_implicit.qwen3.6-35b-a3b.r0.b1a1524e,t_labF_CHEMBL1173141,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.225870592519641,False,NONE
t_labF_CHEMBL1173141.label_explicit.qwen3.6-35b-a3b.r0.39fc093a,t_labF_CHEMBL1173141,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.244063733145595,False,NONE
t_labF_CHEMBL1173146.label_implicit.qwen3.6-35b-a3b.r0.27aef443,t_labF_CHEMBL1173146,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.232238367199898,False,NONE
t_labF_CHEMBL1173146.label_explicit.qwen3.6-35b-a3b.r0.565333a5,t_labF_CHEMBL1173146,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.241456303745508,False,NONE
t_labF_CHEMBL1173570.label_implicit.qwen3.6-35b-a3b.r0.9ffa931c,t_labF_CHEMBL1173570,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.204723853617907,False,NONE
t_labF_CHEMBL1173570.label_explicit.qwen3.6-35b-a3b.r0.6aa61b06,t_labF_CHEMBL1173570,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.26349226757884,False,NONE
t_labF_CHEMBL1173823.label_implicit.qwen3.6-35b-a3b.r0.ce150d95,t_labF_CHEMBL1173823,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.274293713271618,False,NONE
t_labF_CHEMBL1173823.label_explicit.qwen3.6-35b-a3b.r0.6637bff5,t_labF_CHEMBL1173823,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.291676726192236,False,NONE
t_labF_CHEMBL1178.label_implicit.qwen3.6-35b-a3b.r0.7df153d8,t_labF_CHEMBL1178,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43181,4.263912340626121,False,NONE
t_labF_CHEMBL1178.label_explicit.qwen3.6-35b-a3b.r0.839834e1,t_labF_CHEMBL1178,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43586,4.306432643905282,False,NONE
t_labF_CHEMBL1179189.label_implicit.qwen3.6-35b-a3b.r0.77777132,t_labF_CHEMBL1179189,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.269766803830862,False,NONE
t_labF_CHEMBL1179189.label_explicit.qwen3.6-35b-a3b.r0.fd1b65ed,t_labF_CHEMBL1179189,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.277767028659582,False,NONE
t_labF_CHEMBL117966.label_implicit.qwen3.6-35b-a3b.r0.de70ab71,t_labF_CHEMBL117966,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.239758161827922,False,NONE
t_labF_CHEMBL117966.label_explicit.qwen3.6-35b-a3b.r0.357159c3,t_labF_CHEMBL117966,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,5.368692338466644,False,NONE
t_labF_CHEMBL118009.label_implicit.qwen3.6-35b-a3b.r0.f8e2f9b0,t_labF_CHEMBL118009,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.257120382040739,False,NONE
t_labF_CHEMBL118009.label_explicit.qwen3.6-35b-a3b.r0.593bbe7f,t_labF_CHEMBL118009,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.244982758536935,False,NONE
t_labF_CHEMBL118109.label_implicit.qwen3.6-35b-a3b.r0.a7c75e6f,t_labF_CHEMBL118109,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.255271626636386,False,NONE
t_labF_CHEMBL118109.label_explicit.qwen3.6-35b-a3b.r0.c0152d9d,t_labF_CHEMBL118109,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.225372944027185,False,NONE
t_labF_CHEMBL118175.label_implicit.qwen3.6-35b-a3b.r0.da6e5bad,t_labF_CHEMBL118175,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43185,4.2229665126651525,False,NONE
t_labF_CHEMBL118175.label_explicit.qwen3.6-35b-a3b.r0.521bc946,t_labF_CHEMBL118175,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43590,4.246151782572269,False,NONE
t_labF_CHEMBL1183559.label_implicit.qwen3.6-35b-a3b.r0.69338576,t_labF_CHEMBL1183559,qwen3.6-35b-a3b,label_implicit,True,False,False,,,,,,1,0,43187,4.255992062389851,False,NONE
t_labF_CHEMBL1183559.label_explicit.qwen3.6-35b-a3b.r0.a980017c,t_labF_CHEMBL1183559,qwen3.6-35b-a3b,label_explicit,True,False,False,,,,,,1,0,43592,4.256456011906266,False,NONE
